partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
Samir Trading & Marketing - CJSC,Samir Trading & Marketing - CJSC,+966126828219,https://www.samirgroup.com,,"30000000, +966 12 682 8219, +966 12 683 0820, +966 17 231 6894, +966 13 894 8162, +966 17 231 6849, +966 13 894 2674, +966 11 464 5064, +966 11 465 7921","P.O. Box 599, Jeddah, 21421, Saudi Arabia, PO BOX 5519, Jeddah, SAUDI ARABIA"
SAMTIA INC,SAMTIA INC,+966540541315,,,,"RIYADH OLAYA MAIN ROAD , LG BUILDING, RIYADH, SAUDI ARABIA"
SAMURAI SYSTEMS-NEUSOL ME,SAMURAI SYSTEMS-NEUSOL ME,+966558583578,https://www.neusol-me.com,,,"RIYADH, RIYADH, SAUDI ARABIA"
Sanadc IT Solutions,Sanadc IT Solutions,+966566444716,https://www.sanadc.com,info@sanadc.com,"59 625 4661, 31536000","RIYADH ANAS BIN MALIK STREET, RIYADH, SAUDI ARABIA"
Sand Arabia for Communications & Information Tehnology,Sand Arabia PLLC for Communications & IT,+966138890128,https://www.sandarabia.com,sales@sandarabia.com,13-889-0128,"Suite 302 , Al Reziza Building, Prince Mansour Street Cross A, AL KHUBAR, SAUDI ARABIA"
SAQOOR AL ROYAH TRADING EST,SAQOOR AL ROYAH TRADING EST,+966126199987,https://www.saqoor.com,astigma@astigmatic.com,"333333333333332, 666666666666664, 33333333333334, 66666666666666","KHALID BN WALEED STREET, JEDDAH, SAUDI ARABIA"
SAT MICROSYSTEMS,SAT MICROSYSTEMS SAUDI FOR COMMUNICATIONS AND INFORMATION TECHNO,+966590491974,https://www.satmz.com,,"+966) 59049197, 1-900-322-8422, 45973029, 59 049 1974, 00000026, 1-800-356-8933, 3816905652, 31536000","213 AL AQSA BUSINESS PARK PRINCE MITEB ST JEDDAH, 5, JEDDAH, SAUDI ARABIA"
SATURN SOLUTIONS,SATURN SOLUTIONS,+966532025666,https://www.capitalksa.com,micah@micahrich.com,0336997031,"SAEED IBN ZAID, AD DAMMAM, SAUDI ARABIA"
SAUDI BENYA FOR VALUE ADDED SERVICES,SAUDI BENYA FOR VALUE ADDED SERVICES,+966556009799,https://benya.com.sa,info@benya.com.sa,,"KING ABDULLAH ROAD - KING FAISAL DISTRICT, RIYADH, SAUDI ARABIA"
SAUDI BUSINESS MACHINES,SAUDI BUSINESS MACHINES LTD,+966118133333,https://WWW.SBM.COM.SA,,"7777777778, 123585390, 999999999, 10817298572, 3333333333, 6666666667","BUILDING #KB-05 ITCC, TURKI BIN ABDULAZIZ AL AWWAL ROAD AL NAKHIL, RIYADH, SAUDI ARABIA"
Saudi Co. for Controls & Maintenance Ltd.,SAUDI COMPANY FOR CONTROLS & MAINTENANCE LTD,+966114803338,https://www.saudicontrols.com,info@saudicontrols.com,+966 (11) 480 3338,"MAKKAHALMUKARRAMAHBRANCHRD, RIYADH, RIYADH, SAUDI ARABIA"
Saudi Emircom Company,Saudi Emircom Company,+966114629250,https://www.emircom.com,enquiry@emircom.com,"+971 4 3263236, 10607172, 53637772, +971 4 5094400, +966 11 2655300, +971 2 6455288, +971 4 5094433, +971 4 3263231, +971 2 6934300","BUILDING NO 386 AL OROUBA ROAD, AL OLAYA DISTRICT 1234, RIYADH, SAUDI ARABIA"
SAUDI IMMERSIVE TECHNOLOGY,SAUDI IMMERSIVE TECHNOLOGY,+966565156791,https://www.sitsolutions.com.sa,,,"7880 MUHAMMAD AL AQBANI STREET AS SULIMANIYAH, RIYADH, SAUDI ARABIA"
Saudi Information Systems,SAUDI INFORMATION SYSTEMS - SIS,+966595382824,https://www.sisgbl.com,,,"6904 UNIT 5 COMPU PLAZA KHALID IBN AL WALEED STREET, JEDDAH, SAUDI ARABIA"
SAUDI INTELLIGENT SOLUTIONS,SAUDI INTELLIGENT SOLUTIONS,+966118349800,https://www.sisglobal.net,HQ@sisglobal.net,"966538999839, 99999999","ALIA PLAZA, THUMAMA ROAD, AL RABIE DISTRICT, RIYADH, SAUDI ARABIA"
SAUDI MEDIA SYSTEMS,SAUDI MEDIA SYSTEMS,96614191939,http://www.smediasys.com/,info@smediasys.com,243999-211109,"AL-AKARIYAH II SUITE 724 OLAYA, RIYADH, SAUDI ARABIA"
Saudi Paramount Computer Systems (SPCS),Saudi Paramount Computer Systems (SPCS),+966114661410,https://www.spcs.com.sa/,info@spcs.com.sa,"+966114661410, 920031595","SULAYMANIYAH DISTRICT, ABDULLAH BIN RAWAHA STREET, RIYADH, SAUDI ARABIA, RIYADH, SAUDI ARABIA"
Saudi Projects & Supplies Co. SPS,SAUDI PROJECTS & SUPPLIES COMPANY SPS,+966920014515,http://www.spsc.com.sa/,sales.sps@aps.com.sa,920014515,"GULF CENTER MADINAH ROAD, JEDDAH, SAUDI ARABIA"
Saudi Telecommunication Channels Company Limited,SAUDI TELECOM COMPANY,+966114949800,https://www.channels.com.sa/final-home/?lang=en,,,"8 KINGDOM OF SAUDI ARABIA, RIYADH, SAUDI ARABIA"
SAUDINETLINK,SAUDINETLINK,+966555220624,https://www.saudinetlink.com,,,"POBOX 221050 RIYADH 11311, KINGDOM OF SAUDI ARABIA, RIYADH, SAUDI ARABIA"
SCHNIDER ELECTRIC SYSTEMS SA CO.,SCHNIDER ELECTRIC SYSTEMS SA COMPANY,+96638135646,https://www.se.com,,"30000000, 195508194948, 82474075, 78515594, 431686182, 970591806, 998-24448800, 278003357, 20000000, 35210207, 66952440, 98914614, 31778532, 28294130480, 22303619, 48786702, 594956361, 837486037, 4839447485, 2812882180, 0041666687, 388360484945, 497104652, 998-25408850, 96983263, 191501284, 000268325, 998-25187850, 1171442301-1080, 62543823, 02484542, 13892047, 1312247362, 998-23832310, 48556336, 43545479024, 265295055, 747499557198, 27442923, 47589023, 06713392, 48-5190-4324, 9058246570, 295247087, 96726511, 55890020, 790795946, 79291814, 998-25473100, 62804304, 37870456, 162242064, 207932103, 90649228, 44834162, 830352441, 23941359, 998-24429651, 81246358226, 1348835967, 01413425, 16647460, 2147483647, 9902700403, 75884305, 029611640, 3418854612, 231194133946, 998-24737200, 87606743, 7283554818, 79969670, 1206641746, 92434002958","34 DHAHRAN TECHNO VALLEY AZ ZA, AL KHUBAR, SAUDI ARABIA"
SECHPOINT COMPANY,SECHPOINT COMPANY,+966532909440,https://sechpoint.com/,"Info@sechpoint.com, sales@sechpoint.com","+971 50 582 0270, 49999999999997, +971 4 546 8560","3853 ZAYADAH AL QURTABI AL MALAZ DIST, RIYADH, SAUDI ARABIA"
Secure Concept,SECURE CONCEPT,+966126916682,https://www.secureconcept.net,,"+966-12 6985102, 111823035, +971-04-8870045, +966-1269-8510, +971 488 700","JEDDAH MADINA ROAD AL FISALIAH 2 AL KHORAYEF CENTE, JEDDAH, SAUDI ARABIA"
SECURE TRACK INFORMATION TECHNOLOGY,SECURE TRACK INFORMATION TECHNOLOGY,+966546694488,https://www.securetrack.sa,"sales@ad-preview.in, sales@securetrack.sa","+971 4 232 6222, +966 54 669 4488, +971 4 2326222, +966 54 495 5939","17 MADEENA MUNAWARA ROAD FAISALIYA EXIT, RIYADH, SAUDI ARABIA"
SECURETECH COMPANY,SECURETECH COMPANY,+966114899632,https://www.securetech-sa.co,,"09225890, 93487828","AL IMAM SAUD IBN FAYSAL ROAD, RIYADH, SAUDI ARABIA"
SECURITY INTELLIGENCE COMPANY,SECURITY INTELLIGENCE COMPANY,+966536789997,,,,"SAUDI ARABIA RIYADH ALSAHAFA DIST 13321 - 8631 BUI, RIYADH, SAUDI ARABIA"
Security Matterz,SECURITY MATTERZ,+966114648801,https://www.securitymatterz.com,,"901347462, 651618207, 1310225428, 4506730518, 2264125279, 3020080000, 1268368563, 463499852, 4109123758","UTHMAN BIN AFFAN ROAD, RIYADH, SAUDI ARABIA"
SECURITYPACT FOR CYBERSECURITY,SECURITYPACT FOR CYBERSECURITY,+966535405691,https://www.securitypact.net,info@securitypact.net,"99999999, 73401928, 966535405691, 58299579, 249 249 249, +966 53 540 5691, 050708 100, 021-32803214, +971 4 442 9622, 05070890, 021-34386102, 52428800","RIYADH, SEDRA DISTRICT, KING KHALID AIRPORT, 13413, RIYADH, SAUDI ARABIA"
SECUTRONIC,SECUTRONIC,+966126062276,https://www.secutronic.com.sa,info@secutronic.com.sa,"+966 13 893 3073, +971 4 333 5992, +966 12 606 2276, +966 11 463 0092","ALSHATIE DISTRICT KING ABDULAZIZ ROAD, JEDDAH, SAUDI ARABIA"
SEDER GROUP FOR TRADING AND CONTRACTING COMPANY LTD,SEDER GROUP TECHNICAL BUILDING SERVICES,+966546919764,https://www.seder.sa,info@seder.sa,011 460 6666,"SALMAN AL FARSI ROAD, SEDER VILLAGE COMPOUND, SEDER TBS OFFICE, RIYADH, SAUDI ARABIA"
SEJEL TECHNOLOGY COMPANY LTD,SEJEL TECHNOLOGY COMPANY LTD,+966126064970,https://www.sejeltech.com,info@sejeltech.com,"126064970, +966126064970, 1000000000, 100054644250920","BEAUTAT BUSINESS PARK, VILLA NO 32, JEDDAH, SAUDI ARABIA"
SEOUL ARABIA TRADING,SEOUL ARABIA TRADING,+966582650990,,,,"OLAYA ALTAKHASSOUSI, SEOUL ARABIA, RIYADH, SAUDI ARABIA"
SEVEN LAYERS INFORMATION TECHNOLOGY,SEVEN LAYERS INFORMATION TECHNOLOGY,2165775,https://www.7-layers.com,info@7-layers.com,+966 11 2165775,"OLAYA, RIYADH, SAUDI ARABIA"
SHABAKA TICK,SHABAKA TICK,+966500052889,https://shabakatech.com.sa,,"189264116310, 1096932182820","QARAN 2ND INDUSTRIAL CITY, RIYADH, SAUDI ARABIA"
SHABAKAH NET,RIYADH HQ,96615204830,,,,"ANDALUS COMPLEX OLAYA MAIN STREET, Unit 8, 4th floor, RIYADH, SAUDI ARABIA"
SHABAKAT AL ASEMA ALRAQMIYA COMPANY FOR IT,SHABAKAT AL ASEMA ALRAQMIYA COMPANY FOR IT,+966595180204,,,,"RIYADH - MIDDLE ORAIJA DIST - HAQL - 2667 - 12973, RIYADH, SAUDI ARABIA"
SHM ALBRAQ,SHM ALBRAQ,+966565928896,https://www.shmalbraq.com/,info@shmalbraq.com,"0546692910, 0540771805, +966 540 771 805","KING FAHD RD AL MAHRAJAN - 4129 - TABUK - 47912 -, TABUK, SAUDI ARABIA"
SHOUAA AL-ABDAA AL-ALMIH FOR MAINTENANCE,SHOUAA AL-ABDAA AL-ALMIH FOR MAINTENANCE,+966537791979,https://sceim-ksa.com/,support@sceim-ksa.com,"961-192 192-192, 309-128-128-128, 966537791979, 308 128 128 128, 961 192 192, 10398394, 309 128-128, 308-128 128, 467 448 256 448, 962-192-192","KHALDIA TOWER, RIYADH 12632, RIYADH, SAUDI ARABIA"
Sigma IT (KSA),SIGMA IT KSA,+966112150100,http://www.sigma-it.net/,"careers@sigma-it.net, info@sigma-it.net",,"Olaya Street, Ryiadh, SAUDI ARABIA"
Signals control co.,SIGNALS CONTROL COMPANY,+966126588422,https://www.signalscontrol.com/,info@signalscontrol.com,238714714,"ALANDLUS TOWER-405 JEDDAH-KSA, JEDDAH/KSA, JEDDAH, SAUDI ARABIA"
Silkroad Business Solutions Company,Silkroad Business Solutions Company,+966569777721,https://www.sbsc-sa.com,info@sbsc-sa.com,+966 53 0357111,"KING FAHAD BRANCH ROAD, AN NAMUDHAJIYAH, RIYADH, RIYADH, SAUDI ARABIA"
SILVER SPEAR TRADING COMPANY,SILVER SPEAR TRADING COMPANY,+966566737927,http://kernel-technology.com/,salesteam@kernel-technology.com,"13 822 1994, +966 13 822 1994","QATIF , SAUDI, AL QATIF, SAUDI ARABIA"
SIMPLE SOLUTIONS TRADING INDUSTRIAL SERVICES AND MAINTENANCE COMPANY,SIMPLE SOLUTIONS TRADING INDUSTRIAL SERVICES AND MAINTENANCE COMPANY,+966503912706,https://www.sst-sa.com,"8c4075d5481d476e945486754f783364@sentry.io, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, Sales@sst-sa.com, 54b4aac306184111a223c0f4aea635c3@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com","71-525908938, 038-8707-4994, 33456921, 26790905, 8-4942-9787, 5053144538958, 45785278, 635-8505-3391-9791, 71200017, 61270213, 61747158, 14666402, 306184111, 007960604, 4-9973-682, 3157653095, 00000080, 60441845, 8-2311-451, 166736718289, 14409595, 19009198, 25924-5664, 02496116, 9460-0814554, 15293875, 81877326595527, 769641412, 56234440, 439916890, +966 13 817 9196, 88-9288338191, 9-8085-415, 7-2112895, 07-2918-9924, 8-0531-426, 70715464, 03067600, 7-8242323, +966 13 831 1700, 14-216071924, 29178430, 86891932, 76359954, 1-9685588, 9392-5604-1148, 945486754, 3-5420-9568, 0-1475-2487, 27757599, 076-4753-8303, +966 547699688, 26109-514, 276-1246-058, 45348643784, 25507953, 700-8487-6366, 158-4692-8193, 40127106, 77771660, 10-8664-751366, 08087274, 2545352419, 8703-2224078303","20 STREET - CROSS 39TH STREET 2ND INDUSTRIAL CITY, AD DAMMAM, SAUDI ARABIA"
SINAM International IT Solutions,SINAM INTERNATIONAL IT SOLUTIONS,+966112053550,https://www.sinam-it.com,"info@website.com, info@sinam-it.com","319633512, 834913339, 1114981413, 33059481, 73222623, 431370756, 28804336, 2005175406, +966 11 205 3550","11494 KSA, RIYADH, SAUDI ARABIA"
SIRAR BY STC,SIRAR BY STC,+966551659784,https://www.sirar.com.sa,,,"UNIT NO 1 RIYADH 13413 ADDITIONAL NO 3720, RIYADH, SAUDI ARABIA"
SITE,SAUDI INFORMATION TECHNOLOGY COMPANY,+966118131100,,,,"142 RD01 ALRAIDAH DIGITAL CITY, RIYADH, SAUDI ARABIA"
Sky Information,SKY INFORMATION,+966114222184,https://www.skyinformations.com,info@skyinformations.com,"45851200, 45235585, 0 0 512 512, 966565606082, +966 11 422 2184, +966 56 560 6082, 31536000, 52460770, 515791353","Build No. 4169, Khalid Bin Junadah Street, Al Malaz District, RIYADH, SAUDI ARABIA"
SM Premium for Trading and marketing Co.,SM PREMIUM FOR TRADING AND MARKETING COMPANY,+966556604126,https://sm-hq.net,,"1364857867, 27607486, 1425447699, 2107467167, 859499188, 2078142078, 1209492957, 340167814, 1054350353, 51217596, 1408994525","3946 ASH SHAIKH ABDULLAH AL MAKHDUB AL WADI RIYADH, 1331, RIYADH, SAUDI ARABIA"
Smart Cloud,SMART CLOUD,+966562225529,https://www.smartcity.sa,,"34270090, 227782562, 347826087, 77143212, 0576171875, 00000057","BUILDING #3112, UNIT 6, KING ABDULLAH BRANCH RD., RIYADH, SAUDI ARABIA"
Smart Cloud Company for Information Technology,Smart Cloud Company for Information Technology,+966543332720,https://www.smartcloudinfo.com,info@smartcloudinfo.com,+918008343482,"PRINCE ABDUL AZIZ BIN MUSAID BIN JALAWI STREET, RIYADH, SAUDI ARABIA"
Smart Code Company,Smart Code Company,+966505958509,https://smartcode.com.sa,info@smartcode.com.sa,"1-9464325, 28571428, 22222222, 06060694, 66666666666667, 56-407-3381, 00000057","PRINCE SULTAN BIN ABDULAZIZ ROAD, AS SULAYMANIYAH, RIYADH 12232, RIYADH, SAUDI ARABIA"
SMART CODING SOLUTION COMPANY,SMART CODING SOLUTION COMPANY,+966500131494,https://www.scss-sa.com/,Sales@scss-sa.com,+966 0115623490,"RIYADH ALEZDIHAR, RIYADH, SAUDI ARABIA"
Smart Communication Systems,Smart Communication Systems,+966112697054,https://www.scs.me,,,"KINGDOM OF SAUDI ARABIA RIYADH AL OLAYA DIST2605 B, RIYADH, SAUDI ARABIA"
SMART DEVICES SUPPLIES COMPANY LTD,SMART DEVICES SUPPLIES COMPANY LTD,+966549999311,https://www.megatecharabia.com,info@megatecharabia.com,+966580681111,"QDESIGN AL OLAYA 4TH FLOOR AL FALEH CENTER AL, RIYADH, SAUDI ARABIA"
Smart Directions Group,Smart Directions Group,+966112255413,https://www.smart-directions.com/,info@smart-directions.com,"+966 11 225 5413, 99999999","AL IMAM SAUD IBN FAYSAL ROAD, RIYADH, SAUDI ARABIA"
Smart Elite For Trading,SMART ELITE FOR TRADING,+966505987272,https://selitesa.com,nhijazi@selitesa.com,+966 505987272,"TAKASOSI ST, HIJAZI BUILDING, RIYADH, RIYADH, SAUDI ARABIA"
Smart IT Co.,Smart IT Co.,+966504464258,https://www.smartit-ksa.com,Info@smartit-ksa.com,"+966581410510, 638317965","PRINCE SOUD IBN ABDULLOH IBN JALOWI, RIYADH, SAUDI ARABIA"
SMART NETWORKS,SMART NETWORKS,,https://www.snw.net.sa,info@snw.net.sa,0580372213,"RAWDAH DIST - ABI ALDARDA ST, RIYADH, SAUDI ARABIA"
Smart Of Things Est.,Smart Of Things Est.,+966537055033,https://www.sot.com.sa,"sales@sot.com.sa, info@sot.com.sa","47029750264, +966 57 019 3833, +966 54 992 4779, 945306834, 920034599, +966 920034599","26 SHOWROOM, RIYADH, SAUDI ARABIA"
Smart Solutions for Info Sys Tech company ( SSIS ),Smart Solutions for Info Sys Tech company ( SSIS ),+966114117439,https://ssis.sa/,Info@ssis.sa,"31536000, +966)11270766","3939 AL HADHRAH, GHIRNATAH BUILDING, 1ST FLOOR OFFICE 116, RIYADH, SAUDI ARABIA"
Smart System middle east,Smart System middle east,+966567777128,,,,"8125 AL-RIYADH 12623-4409, RIYADH, SAUDI ARABIA"
SMART TECHNOLOGY MIDDLE EAST,STME SYSTEM TECHNOLOGIES MIDDLE EAST COMPANY,+966112938884,https://www.stme.com,supportline@stme.com,800 246 0006,"207 FAHDAH CENTER, FLOOR 2, RIYADH, SAUDI ARABIA"
Smart Venture,SMART VENTURE,+966112912819,https://www.sventure.co,,"+966 (011) 291 2819, 966534892417","2446 AL MALAZ DIST, FLOOR 2, RIYADH, SAUDI ARABIA"
Smart Wave Tech,SMART WAVE TECH,+966118109435,https://www.swtme.com,,,"3334 UMAR IBN ABDUL AZIZ RD - AL ZAHRA DIST, RIYADH, SAUDI ARABIA"
Smart ways for Communications and Information Technology,SMART WAYS FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,+966546921123,,,,"AL MALAZ DIST ARAFAT STREET, BUILDING 2446, RIYADH, SAUDI ARABIA"
SMARTCODETRADING,SMART CODE TRADING,+966562961250,https://www.smartcode-t.com,info@smartcode-t.com,"+966-562-961250, 00000026","GULF BUSINESS COMPLEX, RIYADH OLAYA, SAUDI ARBIA, RIYADH, SAUDI ARABIA"
SMARTKNIGHTS,SMARTKNIGHTS,+966560781768,https://smartknights.com/,info@smartknights.com,"+966 560 781 768, 03-25-175745, 03-25-175658, 966560781768, 03-25-175718","15 UNIT NO, JEDDAH, SAUDI ARABIA"
SNC Information and Communications Technology (SNC ICT),SNC Information and Communications Technology (SNC ICT),96614791414,https://www.sncict.com,,10934899,"PO BOX 25179, RIYADH, SAUDI ARABIA"
SOFTWORLD INTERNATIONAL COMPANY,SOFTWORLD INTERNATIONAL COMPANY,+966535116682,https://www.softworld.com.sa/,sales@softworld.com.sa,"+966 53 511 6682, +966535116682","8386 BANI DHAFIR DIST, MEDINA, SAUDI ARABIA"
SOLTEK IT LTD COMPANY,SOLTEK IT LTD COMPANY,+966534726296,https://soltekme.com/,info@soltekme.com,"+962796299447, +966596299447, +966 5 962 9944, +962 7 9629 9447","KING SAUD UNIVERSITY DISTRICT PRINCE TURKI IBN ABD, RIYADH, SAUDI ARABIA"
solutions by stc,solutions by stc,+966115251000,https://www.solutions.com.sa,,"4230769231, 7272727273, 66666667, 24121502, 8666666667, 8933333333, 2142857143, 9444444444, 8888888889, 2857142857, 8928571429, 0630630631, 2307692308, 3076923077, 0285714286, 4615384615, 28571429, 9285714286, 8181818182, 6666666667, 2147483646, 2195121951, 3333333333, 2147483645, 4545454545, 5714285714, 4285714286, 0909090909, 9166666667, 2147483647, 1428571429, 2222222222, 2666666667, 31536000, 173958728, 4444444444","3RD FLOOR AKKARIA PLAZA, RIYADH, SAUDI ARABIA"
SOLUTIONS CREATORS FOR COMM AND IT EST SCCI,SOLUTIONS CREATORS FOR COMM AND IT EST SCCI,+966565454000,https://www.scci.com.sa,info@scci.com.sa,+966 13 8080 119,"C4HP7Q3 KING FAISAL IBN ABD AL AZIZ AL KHALIDIYAH ASH SHAM, 32232, AD DAMMAM, SAUDI ARABIA"
SPECIALIZED ENTERPRISE SYSTEMS SES,SPECIALIZED ENTERPRISE SYSTEMS SES,+966112929600,http://www.sesystems.com.sa,support@sesystems.com.sa,"+966 (11) 254-2000, +966 11 254 2010, 00000026, 00000099, +966 11-254-2010","PO BOX 9903, RIYADH, SAUDI ARABIA"
SPECIALTY EXPERTS COMPANY,SPECIALTY EXPERTS COMPANY,+966530646148,https://www.seitcs.com,info@seitcs.com,"31536000, 100000000, +966500041286","3321 PRINCE MAMDOUH BIN ABDULAZIZ 7311 AS SULAYMAN, RIYADH, SAUDI ARABIA"
SPECTECH,SPECTECH,+966548952948,https://spectech.net.sa,,41226989,"IMAM SAUD BRANCH ROAD, BUILDING M7, RIYADH, SAUDI ARABIA"
SPL DIGITAL SERVICES COMPANY,SPL DIGITAL SERVICES COMPANY,+966581004161,https://www.infinitepl.com/,info@infinitepl.com,,"8100 RIHANA BINT ZAID ST AL AARID RIYADH, 13337, RIYADH, SAUDI ARABIA"
SRACO COMMUNICATIONS AND INFORMATION TECHNOLOGY,SRACO COMMUNICATIONS AND INFORMATION TECHNOLOGY,+966545378793,https://srg.com.sa/en/category/information-and-communications-technology-sector,info@srg.com.sa,"189838150, +966 13 843 3441, +966 13 843 3454","OTHMAN IBN AFFAN STREET, DAMMAM, SAUDI ARABIA, AD DAMMAM, SAUDI ARABIA"
Srouh United Company for Training,SROUH MODERN TECHNOLOGYIES CONTRACTING COMPANY,+966540371861,,,,"SROUH, SROUH, RIYADH, SAUDI ARABIA"
Star Networks Communication for Information Technology,STAR NETWORKS COMMUNICATION FOR INFORMATION TECHNOLOGY,+966567054154,https://www.starnetworks-sa.com/,sales@starnetworks-sa.com,+966-5000000000,"PRINCE ABDUL MAJEED BUILDING ASH SHERA DISCTRICT -, JEDDAH, SAUDI ARABIA"
STES,STES,+966126527542,https://stes.sa/,info@stes.sa,"+966(12)827 8832, +966(12)652 7542, +966(12)7654465, 95720602","KING ABDULLAH ROAD, 22231-3427, JEDDAH, SAUDI ARABIA"
Summit for information technology,Summit for information technology,+966544499250,https://www.summit-mea.com,Info@summit-mea.com,"901347462, 716-0881084, 651618207, 9139684998, 154874070, 1310225428, 9527175-150, 2264125279, 3020080000, 1268368563, 84358228, 9527175-300, 463499852, 4109123758","AL THUMAMAH ROAD, RIYADH, SAUDI ARABIA"
SUMO ALTAWASOL TECH CO,SUMO ALTAWASOL TECH CO,+966566173727,https://www.tawasoltech.com,info@tawasoltech.com,,"OFFICE 5, JEDDAH, SAUDI ARABIA"
Sumou Al Maarifa Trading Est,SUMOU AL MAARIFA TRADING EST,+966500066837,http://www.sumou-sa.com/,Sales@sumou-sa.com,+966-55-082-8544,"23353 AMIR SULTAN ST JEDDAH SAUDI ARABIA, JEDDAH, SAUDI ARABIA"
SUNDRY IT SOLUTIONS,SUNDRY IT SOLUTIONS,+966501979329,https://www.sundryitsolutions.com,Info@sales.sundryitsolutions.com,"2147483000, 2147482999, 999999999, 2147483001, 100094928730026, +966 552417156, 7070372474, 10781228441, 99999999","KING FAISAL STREET, MURABBA DISTRICT, RIYADH, SAUDI ARABIA"
SUNLIT HORIZON ARKS SHARKS,SUNLIT HORIZON ARKS SHARKS,+966138222567,https://www.sharks.sa,info@sharks.sa,"+966 56 220 1297, 46476226, 966562201297, +966 532874347, +966 532 874 347, 43379692, 02010100, 624537725033971, 44559999, 14077158, 68363048, +966 138222567, 02010152, 99999999, 42852043043686","32411 DAMMAM, FLOOR 2, AD DAMMAM, SAUDI ARABIA"
Supply Channels,SUPPLY CHANNELS,+966112295126,https://www.supplych.com,,,"ALMURSALAT KING ABDULLAH ROAD, POBox 93034, RIYADH, SAUDI ARABIA"
SUPPORTLINES,SUPPORTLINES,+966507814137,https://www.supportlines.net/en,info@supportlines.net,"+966 13 8344 134, 32241-8529, +966-13-8344134","PO BOX 5529-KING SAUD ST DAMMAM 32241-8529 AL KHUN, AD DAMMAM, SAUDI ARABIA"
Supreme Systems,SUPREME SYSTEMS,+966112109672,http://supreme.sa/,,,"G FLOOR MAZROOK BUILDING, RIYADH, SAUDI ARABIA"
SUPREME TECHNOLOGIES & SOLUTIONS COMPANY LLC,SUPREME TECHNOLOGIES & SOLUTIONS COMPANY LLC,+966536725765,https://www.sts.com.sa,info@sts.com.sa,+966 54 120 7879,"3860 PRINCE MUHAMMED BIN ABDUL AZIZ BR ROAD, JEDDAH, SAUDI ARABIA"
SURE,SURE INTERNATIONAL TECHNOLOGY,+966112050043,https://sure.com.sa,,"+966 11 2050043, 151171438","OLAYA STREET, RIYADH, SAUDI ARABIA"
SUSTAINABLE SMART CITES,SUSTAINABLE SMART CITES,+966530941060,https://www.sctechn.com/,,"537895 100, 239843672, 09819 100, 596164 100, 321575 100, 304352 100, 330867 100","AL RIYADH CITY AL MALQA DIST ANAS BIN MALIK ROAD A, RIYADH, SAUDI ARABIA"
SYCOMP TECHNOLOGIES SAUDI ARABIA PRIVATE LTD,SYCOMP TECHNOLOGIES SAUDI ARABIA PRIVATE LTD,+966585906557,https://www.sycomp.com,,"100000000, 80808066, 16777271, 999999999, 00000080, 00000013, 00000073, 00000026, 80808080, 99999999","IMAM SAUD BIN ABDUL AZIZ BIN MOHAMMED ROAD, RIYADH, RIYADH, SAUDI ARABIA"
SYNAPTIC TECHNOLOGIES,SYNAPTIC TECHNOLOGIES,+966561789484,https://www.synaptic.com.jo,info@synaptic.com.jo,"666666666666668, +962)65528700, 66666666666667, 333333333333336","3074 PRINCE MOHAMMAD BIN ABDULAZIZ, RIYADH, SAUDI ARABIA"
Synoptic Information Holding Company,Synoptic Information Holding Company,+966920006299,https://synoptic.com.sa/,,"4899971268667, 179392864","Al Mursalat Center, First Floor, Office Number 9, Riyadh, SAUDI ARABIA"
SYSTEM CENTER INFORMATION TECHNOLOGY,SYSTEM CENTER INFORMATION TECHNOLOGY,+966112474070,https://www.centresystemsgroup.net,admincs@centresystems.net,"+971 55 576 9772, 00971-55416880, +971-504707250, 2147483647","108 1ST FLOOR, RIYADH, SAUDI ARABIA"
SYSTEM SECURITY SOLUTIONS COMPANY,SYSTEM SECURITY SOLUTIONS COMPANY,+966138896664,https://www.3s.sa,"sales@3s.sa, info@3s.sa","+966 13 899 8896, +966 13 889 6664, 389816036","Prince Turkey Street, Jarir Bookstore, Al-Khobar, SAUDI ARABIA"
Systems Builders Company For Communication information Technology,Systems Builders Company For Communication information Technology,+966599693686,https://www.itbuilders.com.sa,,"+10190-1019, +10140-1018, 08787924","OFFICE NO 302 , 3RD F, AL UMMAM COMMERCIAL CENTER SITEEN ST , MALAZ , RIYADH 12623, RIYADH, SAUDI ARABIA"
SYSTEMS ENGINEERING OF EGYPT BRANCH,SEE KSA,+966566970286,https://www.seegypt.com,"info@seegypt.com, marketing@seegypt.com","74493514510, 666666666667, 251682460, 485296659837467, 0739457865, 5527387037, 333333333333, 2 2292 1100","SAUD IBN FAISAL BRANCH, 7775, RIYADH, SAUDI ARABIA"
